repo	host	repo_path	language	stars	in_candidate_catalog_by_path	html_url
codeberg:juliencherry/lolcode-bankin-survis	codeberg	juliencherry/lolcode-bankin-survis	LOLCODE	0	no	https://codeberg.org/juliencherry/lolcode-bankin-survis
