tier	label	repo	kind	oracle_priority	corpus_priority	source	status	code_hit_count	stars	html_url
tier2	mkolman-advent-of-code	MKolman/advent-of-code	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/MKolman/advent-of-code
tier2	mtison-frontendperformanceinreactbasedapplications-bap	MTison/FrontEndPerformanceInReactBasedApplications_BAP	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/MTison/FrontEndPerformanceInReactBasedApplications_BAP
tier2	mahdi-196-hello-world	Mahdi-196/HELLO-WORLD	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Mahdi-196/HELLO-WORLD
tier2	manuindenwolken-hello-world-collection	ManuInDenWolken/Hello-World-collection	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ManuInDenWolken/Hello-World-collection
tier2	marcopolo-datastructures	MarcoPolo/datastructures	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/MarcoPolo/datastructures
tier2	mattiafoglia-helloworld-lol	MattiaFoglia/HelloWorld_Lol	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/MattiaFoglia/HelloWorld_Lol
tier2	maulanagilang-buku-ta	MaulanaGilang/Buku-TA	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/MaulanaGilang/Buku-TA
tier2	me-phew-square-matrix	Me-Phew/square-matrix	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Me-Phew/square-matrix
tier2	meme1079-lolscript	Meme1079/LOLSCRIPT	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Meme1079/LOLSCRIPT
tier2	michaelsun48-lolcode-ttt	MichaelSun48/LOLCODE_TTT	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/MichaelSun48/LOLCODE_TTT
tier2	nlnetlabs-cswdns	NLnetLabs/CSWDNS	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/NLnetLabs/CSWDNS
tier2	ntmtech-gsb-extranet	NTMTech/gsb_extranet	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/NTMTech/gsb_extranet
tier2	nvedsted-lets-calculate-bmi	NVedsted/Lets-Calculate-BMI	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/NVedsted/Lets-Calculate-BMI
tier2	naoufalbzz-bp-backups-2024-2025	Naoufalbzz/BP_backups_2024-2025	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Naoufalbzz/BP_backups_2024-2025
tier2	noname-29-lnin-dtud	Noname-29-lnin/DTUD	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Noname-29-lnin/DTUD
tier2	noname-29-lnin-sort-on-fpga	Noname-29-lnin/Sort_on_FPGA	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Noname-29-lnin/Sort_on_FPGA
tier2	palitraq-hapka-lol	Palitraq/hapka.lol	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Palitraq/hapka.lol
tier2	prithvirajbilla-helloworld	Prithvirajbilla/helloworld	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Prithvirajbilla/helloworld
tier2	programming-paradigms-2018-19-code	Programming-Paradigms-2018-19/code	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Programming-Paradigms-2018-19/code
tier2	rafalgrzegorzek-aplikacja-mobilna	RafalGrzegorzek/Aplikacja-mobilna	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/RafalGrzegorzek/Aplikacja-mobilna
tier2	ravanger101-helloz-mycontribution	Ravanger101/Helloz-MyContribution	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Ravanger101/Helloz-MyContribution
tier2	recihub-funnyalgorithms	ReciHub/FunnyAlgorithms	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ReciHub/FunnyAlgorithms
tier2	rodflores27-cmsc124project	RodFlores27/CMSC124Project	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/RodFlores27/CMSC124Project
tier2	scarvite-scar	ScarVite/Scar	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ScarVite/Scar
tier2	sharp-team-text-editor-javadesk	Sharp-Team/text-editor-javadesk	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Sharp-Team/text-editor-javadesk
tier2	shembou-praca-magisterska	Shembou/praca_magisterska	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Shembou/praca_magisterska
tier2	skandasiva-sw-llm	SkandaSiva/sw-llm	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/SkandaSiva/sw-llm
tier2	snipyjulmy-mse-1617-pa	SnipyJulmy/MSE_1617_PA	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/SnipyJulmy/MSE_1617_PA
tier2	tyehan-hello-world	TYehan/Hello-World	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/TYehan/Hello-World
tier2	th3-0b3l1sk-ctfs	Th3-0b3l1sk/CTFs	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Th3-0b3l1sk/CTFs
tier2	thekaushikgoswami-hello-world	TheKaushikGoswami/hello-world	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/TheKaushikGoswami/hello-world
tier2	therenegadecoder-sample-programs	TheRenegadeCoder/sample-programs	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/TheRenegadeCoder/sample-programs
tier2	theaqg-texfiles-msc	TheaQG/TexFiles_MSc	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/TheaQG/TexFiles_MSc
tier2	thominsa-etudebiblio	ThomInsa/etudeBiblio	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ThomInsa/etudeBiblio
tier2	tobias-schoch-sss	Tobias-Schoch/SSS	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Tobias-Schoch/SSS
tier2	tom-the-bomb-ccc-solutions	Tom-the-Bomb/CCC-Solutions	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Tom-the-Bomb/CCC-Solutions
tier2	vchuzlov-sa	VChuzlov/SA	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/VChuzlov/SA
tier2	vgafib-autotron	VGAFIB/autoTRON	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/VGAFIB/autoTRON
tier2	vaeterchenfrost-gpusat-visu	VaeterchenFrost/gpusat-VISU	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/VaeterchenFrost/gpusat-VISU
tier2	whu-msc-whumsc2023new	WHU-MSC/WHUMSC2023New	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/WHU-MSC/WHUMSC2023New
tier2	wannsea-boat-core-v2	WannSea/boat-core-v2	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/WannSea/boat-core-v2
tier2	whatshisidentifierr-nokey	WhatsHisIdentifierr/NoKey	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/WhatsHisIdentifierr/NoKey
tier2	willenbrink-masterthesis	Willenbrink/masterthesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Willenbrink/masterthesis
tier2	xeyo-developer-helloworld	Xeyo-Developer/HelloWorld	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Xeyo-Developer/HelloWorld
tier2	yuriandropov234-hello-world-	YuriAndropov234/Hello-World-	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/YuriAndropov234/Hello-World-
tier2	zeeshan5249-tekla-structures-3d-optimisation	Zeeshan5249/Tekla-Structures-3D-Optimisation	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/Zeeshan5249/Tekla-Structures-3D-Optimisation
tier2	zeuswpi-esoterische-introavond	ZeusWPI/esoterische_introavond	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ZeusWPI/esoterische_introavond
tier2	abhisek247767-hello-world	abhisek247767/Hello-World	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/abhisek247767/Hello-World
tier2	accessgames-accessgames-github-io	accessgames/accessgames.github.io	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/accessgames/accessgames.github.io
tier2	aduros-trollcat	aduros/trollcat	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/aduros/trollcat
tier2	alexanderthclark-matplotlib-for-storytellers	alexanderthclark/Matplotlib-for-Storytellers	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/alexanderthclark/Matplotlib-for-Storytellers
tier2	algorithm-archivists-algorithm-archive	algorithm-archivists/algorithm-archive	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/algorithm-archivists/algorithm-archive
tier2	alxshine-dual-rail	alxshine/dual-rail	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/alxshine/dual-rail
tier2	alxzdani-lolcode-interpreter-cocoy-dani-kyro	alxzdani/LOLCODE-interpreter-cocoy-dani-kyro	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/alxzdani/LOLCODE-interpreter-cocoy-dani-kyro
tier2	amanogawa01-tent	amanogawa01/Tent	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/amanogawa01/Tent
tier2	amtuazon4-pygui	amtuazon4/PyGUI	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/amtuazon4/PyGUI
tier2	anishgoyal1108-single-cycle-mips-processor	anishgoyal1108/single-cycle-MIPS-processor	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/anishgoyal1108/single-cycle-MIPS-processor
tier2	approvers-radwimps	approvers/RADWIMPS	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/approvers/RADWIMPS
tier2	araujoarthur-in1houremailswap	araujoarthur/In1HourEmailSwap	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/araujoarthur/In1HourEmailSwap
tier2	arielgg46-thesis	arielgg46/Thesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/arielgg46/Thesis
tier2	arjuncvinod-hello-world-in-different-languages	arjuncvinod/Hello-World-in-Different-Languages	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/arjuncvinod/Hello-World-in-Different-Languages
tier2	asandova-ui-sepa-rtp	asandova-ui/SEPA_RTP	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/asandova-ui/SEPA_RTP
tier2	asandova-ui-sepa-requesttopay	asandova-ui/SEPA_RequestToPay	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/asandova-ui/SEPA_RequestToPay
tier2	atityushina-master-progr-2-year	atityushina/master_progr_2_year	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/atityushina/master_progr_2_year
tier2	austinbyers-lolcat	austinbyers/LOLcat	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/austinbyers/LOLcat
tier2	bajajvinamr-hacktoberfest2020	bajajvinamr/HacktoberFest2020	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bajajvinamr/HacktoberFest2020
tier2	bart-de-paepe-bachelorproef	bart-de-paepe/bachelorproef	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bart-de-paepe/bachelorproef
tier2	bearddan2000-lolcode-cli-hello-world	bearddan2000/lolcode-cli-hello-world	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bearddan2000/lolcode-cli-hello-world
tier2	benharri-benbot	benharri/benbot	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/benharri/benbot
tier2	bjouhier-node-lol	bjouhier/node-lol	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bjouhier/node-lol
tier2	blongden-lolcode-php	blongden/lolcode-php	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/blongden/lolcode-php
tier2	bluebat-mt9x9	bluebat/mt9x9	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bluebat/mt9x9
tier2	bohde-mondp	bohde/mondp	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bohde/mondp
tier2	brianium-blog	brianium/blog	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/brianium/blog
tier2	brobro12235-fullscreen-launcher	brobro12235/fullscreen-launcher	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/brobro12235/fullscreen-launcher
tier2	bsevangelista-cmsc124-project	bsevangelista/cmsc124-project	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/bsevangelista/cmsc124-project
tier2	cbrepp-lolchess	cbrepp/lolchess	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/cbrepp/lolchess
tier2	chenxingqiang-thinkbase-project	chenxingqiang/thinkbase-project	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/chenxingqiang/thinkbase-project
tier2	chunfeilung-fizzbuzz	chunfeilung/fizzbuzz	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/chunfeilung/fizzbuzz
tier2	codex-iter-hello-esolangs	codex-iter/Hello-Esolangs	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/codex-iter/Hello-Esolangs
tier2	datphhe130906-fptu	datphhe130906/FPTU	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/datphhe130906/FPTU
tier2	david-dewanto-proposal-tugas-akhir-david-dewanto-18222027	david-dewanto/Proposal_Tugas_Akhir-David_Dewanto-18222027	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/david-dewanto/Proposal_Tugas_Akhir-David_Dewanto-18222027
tier2	defconradio-localpleb	defconradio/localpleb	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/defconradio/localpleb
tier2	dipaola-c-tesina2026	dipaola-c/tesina2026	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/dipaola-c/tesina2026
tier2	dipenluitel-hacktoberfest	dipenluitel/hacktoberfest	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/dipenluitel/hacktoberfest
tier2	donno2048-quines	donno2048/Quines	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/donno2048/Quines
tier2	dtbbbb-dahood	dtbbbb/dahood	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/dtbbbb/dahood
tier2	duckspike-twat	duckspike/twat	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/duckspike/twat
tier2	dwladdimiroc-phd-thesis-sorbonne-universite	dwladdimiroc/phd-thesis-sorbonne-universite	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/dwladdimiroc/phd-thesis-sorbonne-universite
tier2	eddygrinder-lare-latex	eddygrinder/LaRE_LaTeX	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/eddygrinder/LaRE_LaTeX
tier2	eevee-project-euler	eevee/project-euler	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/eevee/project-euler
tier2	egegirit-dns-analyse	egegirit/dns-analyse	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/egegirit/dns-analyse
tier2	emilyantosch-ba	emilyantosch/ba	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/emilyantosch/ba
tier2	epicdude99-da-hood-leaks	epicdude99/da_hood_leaks	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/epicdude99/da_hood_leaks
tier2	esit1-praxisprojekt-entwicklung-einer-client-server-architektur	esit1/Praxisprojekt-Entwicklung-einer-Client-Server-Architektur	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/esit1/Praxisprojekt-Entwicklung-einer-Client-Server-Architektur
tier2	eugeniu-u-qtk-thesis	eugeniu-u/qtk_thesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/eugeniu-u/qtk_thesis
tier2	fairay-modeling-7sem	fairay/Modeling-7sem	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/fairay/Modeling-7sem
tier2	fettstorch-masters-thesis	fettstorch/masters-thesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/fettstorch/masters-thesis
tier2	focat69-celestalx	focat69/celestalx	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/focat69/celestalx
tier2	forflo-yodl	forflo/yodl	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/forflo/yodl
tier2	freehackquest-2015-tasks	freehackquest/2015-tasks	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/freehackquest/2015-tasks
tier2	gauthamzz-john-cena	gauthamzz/John-Cena	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/gauthamzz/John-Cena
tier2	gitworried-mpt23-lab-luca-schulz-marcus-worrmann	gitworried/mpt23-lab-luca-schulz-marcus-worrmann	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/gitworried/mpt23-lab-luca-schulz-marcus-worrmann
tier2	gretzke-blockchain-based-smart-outlet	gretzke/Blockchain-Based-Smart-Outlet	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/gretzke/Blockchain-Based-Smart-Outlet
tier2	grself-cis221-lab-manual	grself/CIS221_Lab_Manual	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/grself/CIS221_Lab_Manual
tier2	gubbriaco-fir-filter-analysis	gubbriaco/fir-filter-analysis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/gubbriaco/fir-filter-analysis
tier2	gustavo-depaula-stalin-sort	gustavo-depaula/stalin-sort	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/gustavo-depaula/stalin-sort
tier2	gustavocaiano-fuse	gustavocaiano/fuse	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/gustavocaiano/fuse
tier2	handikatriarlan-hello-world-in-every-language	handikatriarlan/hello-world-in-every-language	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/handikatriarlan/hello-world-in-every-language
tier2	harisekatama-tugas-akhir	harisekatama/Tugas-Akhir	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/harisekatama/Tugas-Akhir
tier2	honeyvig-helloworld	honeyvig/helloworld	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/honeyvig/helloworld
tier2	imalik8088-latex-template	imalik8088/latex_template	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/imalik8088/latex_template
tier2	inaiemnahid-timestamp	inaiemnahid/Timestamp	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/inaiemnahid/Timestamp
tier2	jacobjwebber-dissertation	jacobjwebber/dissertation	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jacobjwebber/dissertation
tier2	jantiefenbacher-diplomarbeit	janTiefenbacher/Diplomarbeit	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/janTiefenbacher/Diplomarbeit
tier2	jasperfue-gambit	jasperfue/Gambit	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jasperfue/Gambit
tier2	javif89-webcat	javif89/webcat	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/javif89/webcat
tier2	jedalain-cmsc-124-lolcode-project	jedalain/cmsc-124-lolcode-project	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jedalain/cmsc-124-lolcode-project
tier2	jerichodolendo-lolcode-interpreter	jerichodolendo/lolcode-interpreter	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jerichodolendo/lolcode-interpreter
tier2	johnymontana-willithesis-doc	johnymontana/willithesis-doc	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/johnymontana/willithesis-doc
tier2	jonhskie-master-thesis-latex	jonhskie/Master-Thesis-Latex	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jonhskie/Master-Thesis-Latex
tier2	jpcusa-tfi-criptografia	jpcusa/TFI-criptografia	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jpcusa/TFI-criptografia
tier2	jugen4321-bayotka	jugen4321/Bayotka	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jugen4321/Bayotka
tier2	juleshenry-tatuagem	juleshenry/tatuagem	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/juleshenry/tatuagem
tier2	jweinstein92-predictive-beer-analytics	jweinstein92/Predictive_Beer_Analytics	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jweinstein92/Predictive_Beer_Analytics
tier2	jzeuzs-hello-world	jzeuzs/hello-world	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/jzeuzs/hello-world
tier2	kerner1000-kerner	kerner1000/kerner	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/kerner1000/kerner
tier2	kevlu8-languageception	kevlu8/languageception	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/kevlu8/languageception
tier2	kidonm-genericvoipswitch	kidonm/GenericVoIPSwitch	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/kidonm/GenericVoIPSwitch
tier2	klenndacoder69-lolcode-project-124	klenndacoder69/lolcode-project-124	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/klenndacoder69/lolcode-project-124
tier2	knightking100-hello-worlds	knightking100/hello-worlds	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/knightking100/hello-worlds
tier2	knightron0-helloworld	knightron0/helloworld	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/knightron0/helloworld
tier2	krilangs-comphys-master	krilangs/ComPhys---Master	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/krilangs/ComPhys---Master
tier2	krispypatata-lolcode-interpreter-py	krispypatata/lolcode-interpreter-py	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/krispypatata/lolcode-interpreter-py
tier2	ksdc2020-helloworld	ksdc2020/helloworld	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ksdc2020/helloworld
tier2	ksumallo-lolspeaker	ksumallo/lolspeaker	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/ksumallo/lolspeaker
tier2	kunaltyagi-helloworld	kunaltyagi/helloworld	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/kunaltyagi/helloworld
tier2	labenbmic1-git-bachelorthesis	labenbmic1/git-BachelorThesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/labenbmic1/git-BachelorThesis
tier2	lemoxiao-latex-part1	lemoxiao/Latex-Part1	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/lemoxiao/Latex-Part1
tier2	lennartbublies-ecdsa	lennartbublies/ecdsa	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/lennartbublies/ecdsa
tier2	lenri001-ee-105	lenri001/EE_105	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/lenri001/EE_105
tier2	llucbrell-textal	llucbrell/TeXTal	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/llucbrell/TeXTal
tier2	lol-qwop-lol-qwop	lol-qwop/lol-qwop	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/lol-qwop/lol-qwop
tier2	lolphantomm-phantom-lol	lolphantomm/phantom.lol	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/lolphantomm/phantom.lol
tier2	lukasrynt-bachelor-thesis	lukasrynt/Bachelor-thesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/lukasrynt/Bachelor-thesis
tier2	madangtrus-thaycacac	madangtrus/thaycacac	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/madangtrus/thaycacac
tier2	maddiesloadstrings-mad-lol	maddiesloadstrings/mad.lol	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/maddiesloadstrings/mad.lol
tier2	makenowjust-quine	makenowjust/quine	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/makenowjust/quine
tier2	manisit09-manish-test-1	manisit09/Manish-Test-1	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/manisit09/Manish-Test-1
tier2	martinbaumg-sae-23	martinbaumg/SAE-23	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/martinbaumg/SAE-23
tier2	martindevans-y	martindevans/y	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/martindevans/y
tier2	mathildor-latex-thesis-template	mathildor/latex-thesis-template	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/mathildor/latex-thesis-template
tier2	mattys1-zaawansowane-p4	mattys1/zaawansowane-p4	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/mattys1/zaawansowane-p4
tier2	mattys1-zaawansowane-p6	mattys1/zaawansowane-p6	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/mattys1/zaawansowane-p6
tier2	matzegltg-bachelor-thesis	matzegltg/Bachelor-Thesis	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/matzegltg/Bachelor-Thesis
tier2	mawerty-is-prime	mawerty/Is-Prime	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/mawerty/Is-Prime
tier2	mbenahmed1-scheduleme	mbenahmed1/ScheduleMe	corpus	P3	P2	github-language-lolcode-2026-03-12	discovered	1	0	https://github.com/mbenahmed1/ScheduleMe
