repo	curation_score	code_hit_count	stars	html_url	reasons
CuriousCoder1232/1v1-lol-html-html-codes-for-websites	9	1	4	https://github.com/CuriousCoder1232/1v1-lol-html-html-codes-for-websites	below-threshold-or-hard-excluded
carlmathisen/htmx-lolcode	9	1	3	https://github.com/carlmathisen/htmx-lolcode	below-threshold-or-hard-excluded
halvards/diamondz-lol	9	1	2	https://github.com/halvards/diamondz-lol	below-threshold-or-hard-excluded
TheDummi/Meow	9	1	1	https://github.com/TheDummi/Meow	below-threshold-or-hard-excluded
mjrb/mongo-lol-driver-example	9	1	1	https://github.com/mjrb/mongo-lol-driver-example	below-threshold-or-hard-excluded
Danoishere/projektarbeit-2019	8	2	0	https://github.com/Danoishere/projektarbeit-2019	below-threshold-or-hard-excluded
DavidLiuWangli/CMSC124Project	8	2	0	https://github.com/DavidLiuWangli/CMSC124Project	below-threshold-or-hard-excluded
HappyHTML/color-picker-game	8	2	0	https://github.com/HappyHTML/color-picker-game	below-threshold-or-hard-excluded
Kenneth-Olano/cmsc124_project	8	2	0	https://github.com/Kenneth-Olano/cmsc124_project	below-threshold-or-hard-excluded
cvpua/CMSC124_Project	8	2	0	https://github.com/cvpua/CMSC124_Project	below-threshold-or-hard-excluded
nucax/practise-projects	8	2	0	https://github.com/nucax/practise-projects	below-threshold-or-hard-excluded
vandorena/Computer-Science-A-Level	8	2	0	https://github.com/vandorena/Computer-Science-A-Level	below-threshold-or-hard-excluded
ulrich-barnstedt/brainfuck-interpreters	8	0	0	https://github.com/ulrich-barnstedt/brainfuck-interpreters	below-threshold-or-hard-excluded
0u44/Programming-Languages	7	1	0	https://github.com/0u44/Programming-Languages	below-threshold-or-hard-excluded
A1rPun/nurture	7	1	0	https://github.com/A1rPun/nurture	below-threshold-or-hard-excluded
AbhishekR25/cerner_2_5_2022	7	1	0	https://github.com/AbhishekR25/cerner_2_5_2022	below-threshold-or-hard-excluded
Aliciahan/JavaRevisionInEnglish	7	1	0	https://github.com/Aliciahan/JavaRevisionInEnglish	below-threshold-or-hard-excluded
AnmiTaliDev/crosshello	7	1	0	https://github.com/AnmiTaliDev/crosshello	below-threshold-or-hard-excluded
ArkaitzOderiz/ScrapyScraping	7	1	0	https://github.com/ArkaitzOderiz/ScrapyScraping	below-threshold-or-hard-excluded
Association-INTech/TechTheLulz	7	1	0	https://github.com/Association-INTech/TechTheLulz	below-threshold-or-hard-excluded
BartlomiejRasztabiga/masters-thesis	7	1	0	https://github.com/BartlomiejRasztabiga/masters-thesis	below-threshold-or-hard-excluded
Benedikt00/AFSS-DA	7	1	0	https://github.com/Benedikt00/AFSS-DA	below-threshold-or-hard-excluded
Biu-X/biu-x.org	7	1	0	https://github.com/Biu-X/biu-x.org	below-threshold-or-hard-excluded
BrunoMollo/Backend	7	1	0	https://github.com/BrunoMollo/Backend	below-threshold-or-hard-excluded
Cannabytes/cannabytes.github.io	7	1	0	https://github.com/Cannabytes/cannabytes.github.io	below-threshold-or-hard-excluded
CarlosClementBellido/Baco	7	1	0	https://github.com/CarlosClementBellido/Baco	below-threshold-or-hard-excluded
CherifSami/coq_internship	7	1	0	https://github.com/CherifSami/coq_internship	below-threshold-or-hard-excluded
ChickenHook/Anubis-pandemidestek	7	1	0	https://github.com/ChickenHook/Anubis-pandemidestek	below-threshold-or-hard-excluded
CocoaKunG/CocoaKunG	7	1	0	https://github.com/CocoaKunG/CocoaKunG	below-threshold-or-hard-excluded
CookieScript/Trace.IoI	7	1	0	https://github.com/CookieScript/Trace.IoI	below-threshold-or-hard-excluded
Cortzalno666/NectoVerse-Industries-Data	7	1	0	https://github.com/Cortzalno666/NectoVerse-Industries-Data	below-threshold-or-hard-excluded
DanielCapannini/master-thesis-daniel-capannini	7	1	0	https://github.com/DanielCapannini/master-thesis-daniel-capannini	below-threshold-or-hard-excluded
DevrimBaran/Masterarbeit	7	1	0	https://github.com/DevrimBaran/Masterarbeit	below-threshold-or-hard-excluded
Doctor0Evil/Zenith-Labs	7	1	0	https://github.com/Doctor0Evil/Zenith-Labs	below-threshold-or-hard-excluded
DojoDanger1/predicting-hdi-a-level-project	7	1	0	https://github.com/DojoDanger1/predicting-hdi-a-level-project	below-threshold-or-hard-excluded
Duponch/viteMaDose	7	1	0	https://github.com/Duponch/viteMaDose	below-threshold-or-hard-excluded
EMarquer/report_internship	7	1	0	https://github.com/EMarquer/report_internship	below-threshold-or-hard-excluded
EPresident/UniUdBig	7	1	0	https://github.com/EPresident/UniUdBig	below-threshold-or-hard-excluded
ElMaikina/utfsm-bigdata	7	1	0	https://github.com/ElMaikina/utfsm-bigdata	below-threshold-or-hard-excluded
Evincars/BachelorText	7	1	0	https://github.com/Evincars/BachelorText	below-threshold-or-hard-excluded
FatBenny99/Thesis-Verefoo	7	1	0	https://github.com/FatBenny99/Thesis-Verefoo	below-threshold-or-hard-excluded
GabrielRocha/Monografia	7	1	0	https://github.com/GabrielRocha/Monografia	below-threshold-or-hard-excluded
GeSHi/coderepo	7	1	0	https://github.com/GeSHi/coderepo	below-threshold-or-hard-excluded
General-Infinity/pigs	7	1	0	https://github.com/General-Infinity/pigs	below-threshold-or-hard-excluded
GeorgJung/Impact	7	1	0	https://github.com/GeorgJung/Impact	below-threshold-or-hard-excluded
Goostachio/reportTemplate	7	1	0	https://github.com/Goostachio/reportTemplate	below-threshold-or-hard-excluded
GregTrevellick/FilesForEveryExtension	7	1	0	https://github.com/GregTrevellick/FilesForEveryExtension	below-threshold-or-hard-excluded
GuillotSamuel/webserv	7	1	0	https://github.com/GuillotSamuel/webserv	below-threshold-or-hard-excluded
GunSafetyDwight/Beginner-Programs	7	1	0	https://github.com/GunSafetyDwight/Beginner-Programs	below-threshold-or-hard-excluded
Hemanth-Jp/Walmart_Sales_Training_App	7	1	0	https://github.com/Hemanth-Jp/Walmart_Sales_Training_App	below-threshold-or-hard-excluded
IPTV-Apps/repo	7	1	0	https://github.com/IPTV-Apps/repo	below-threshold-or-hard-excluded
Izaaq/Izaaq-FYP	7	1	0	https://github.com/Izaaq/Izaaq-FYP	below-threshold-or-hard-excluded
J-Teste/so_long	7	1	0	https://github.com/J-Teste/so_long	below-threshold-or-hard-excluded
JasonMartoux/TimelockWeb3	7	1	0	https://github.com/JasonMartoux/TimelockWeb3	below-threshold-or-hard-excluded
JesseBoogaard/isOddOrEven-collection	7	1	0	https://github.com/JesseBoogaard/isOddOrEven-collection	below-threshold-or-hard-excluded
John-Willikers/johnnyboy-scripts	7	1	0	https://github.com/John-Willikers/johnnyboy-scripts	below-threshold-or-hard-excluded
JoshAshby/BOB-Documentation	7	1	0	https://github.com/JoshAshby/BOB-Documentation	below-threshold-or-hard-excluded
JulianBierbaum/da-paper	7	1	0	https://github.com/JulianBierbaum/da-paper	below-threshold-or-hard-excluded
K4-pi/Java	7	1	0	https://github.com/K4-pi/Java	below-threshold-or-hard-excluded
KingWile/willard.sentence.org	7	1	0	https://github.com/KingWile/willard.sentence.org	below-threshold-or-hard-excluded
Kojey/NPSC	7	1	0	https://github.com/Kojey/NPSC	below-threshold-or-hard-excluded
KrazIvan/Multisoft-Code-Solutions	7	1	0	https://github.com/KrazIvan/Multisoft-Code-Solutions	below-threshold-or-hard-excluded
MTison/FrontEndPerformanceInReactBasedApplications_BAP	7	1	0	https://github.com/MTison/FrontEndPerformanceInReactBasedApplications_BAP	below-threshold-or-hard-excluded
MarcoPolo/datastructures	7	1	0	https://github.com/MarcoPolo/datastructures	below-threshold-or-hard-excluded
MattiaFoglia/HelloWorld_Lol	7	1	0	https://github.com/MattiaFoglia/HelloWorld_Lol	below-threshold-or-hard-excluded
MaulanaGilang/Buku-TA	7	1	0	https://github.com/MaulanaGilang/Buku-TA	below-threshold-or-hard-excluded
Me-Phew/square-matrix	7	1	0	https://github.com/Me-Phew/square-matrix	below-threshold-or-hard-excluded
Meme1079/LOLSCRIPT	7	1	0	https://github.com/Meme1079/LOLSCRIPT	below-threshold-or-hard-excluded
MichaelSun48/LOLCODE_TTT	7	1	0	https://github.com/MichaelSun48/LOLCODE_TTT	below-threshold-or-hard-excluded
NLnetLabs/CSWDNS	7	1	0	https://github.com/NLnetLabs/CSWDNS	below-threshold-or-hard-excluded
NTMTech/gsb_extranet	7	1	0	https://github.com/NTMTech/gsb_extranet	below-threshold-or-hard-excluded
NVedsted/Lets-Calculate-BMI	7	1	0	https://github.com/NVedsted/Lets-Calculate-BMI	below-threshold-or-hard-excluded
Naoufalbzz/BP_backups_2024-2025	7	1	0	https://github.com/Naoufalbzz/BP_backups_2024-2025	below-threshold-or-hard-excluded
Noname-29-lnin/DTUD	7	1	0	https://github.com/Noname-29-lnin/DTUD	below-threshold-or-hard-excluded
Noname-29-lnin/Sort_on_FPGA	7	1	0	https://github.com/Noname-29-lnin/Sort_on_FPGA	below-threshold-or-hard-excluded
Palitraq/hapka.lol	7	1	0	https://github.com/Palitraq/hapka.lol	below-threshold-or-hard-excluded
Prithvirajbilla/helloworld	7	1	0	https://github.com/Prithvirajbilla/helloworld	below-threshold-or-hard-excluded
Programming-Paradigms-2018-19/code	7	1	0	https://github.com/Programming-Paradigms-2018-19/code	below-threshold-or-hard-excluded
RafalGrzegorzek/Aplikacja-mobilna	7	1	0	https://github.com/RafalGrzegorzek/Aplikacja-mobilna	below-threshold-or-hard-excluded
Ravanger101/Helloz-MyContribution	7	1	0	https://github.com/Ravanger101/Helloz-MyContribution	below-threshold-or-hard-excluded
ReciHub/FunnyAlgorithms	7	1	0	https://github.com/ReciHub/FunnyAlgorithms	below-threshold-or-hard-excluded
Sharp-Team/text-editor-javadesk	7	1	0	https://github.com/Sharp-Team/text-editor-javadesk	below-threshold-or-hard-excluded
Shembou/praca_magisterska	7	1	0	https://github.com/Shembou/praca_magisterska	below-threshold-or-hard-excluded
SkandaSiva/sw-llm	7	1	0	https://github.com/SkandaSiva/sw-llm	below-threshold-or-hard-excluded
SnipyJulmy/MSE_1617_PA	7	1	0	https://github.com/SnipyJulmy/MSE_1617_PA	below-threshold-or-hard-excluded
TheRenegadeCoder/sample-programs	7	1	0	https://github.com/TheRenegadeCoder/sample-programs	below-threshold-or-hard-excluded
TheaQG/TexFiles_MSc	7	1	0	https://github.com/TheaQG/TexFiles_MSc	below-threshold-or-hard-excluded
ThomInsa/etudeBiblio	7	1	0	https://github.com/ThomInsa/etudeBiblio	below-threshold-or-hard-excluded
Tobias-Schoch/SSS	7	1	0	https://github.com/Tobias-Schoch/SSS	below-threshold-or-hard-excluded
Tom-the-Bomb/CCC-Solutions	7	1	0	https://github.com/Tom-the-Bomb/CCC-Solutions	below-threshold-or-hard-excluded
VChuzlov/SA	7	1	0	https://github.com/VChuzlov/SA	below-threshold-or-hard-excluded
VGAFIB/autoTRON	7	1	0	https://github.com/VGAFIB/autoTRON	below-threshold-or-hard-excluded
VaeterchenFrost/gpusat-VISU	7	1	0	https://github.com/VaeterchenFrost/gpusat-VISU	below-threshold-or-hard-excluded
WHU-MSC/WHUMSC2023New	7	1	0	https://github.com/WHU-MSC/WHUMSC2023New	below-threshold-or-hard-excluded
WannSea/boat-core-v2	7	1	0	https://github.com/WannSea/boat-core-v2	below-threshold-or-hard-excluded
WhatsHisIdentifierr/NoKey	7	1	0	https://github.com/WhatsHisIdentifierr/NoKey	below-threshold-or-hard-excluded
Willenbrink/masterthesis	7	1	0	https://github.com/Willenbrink/masterthesis	below-threshold-or-hard-excluded
Xeyo-Developer/HelloWorld	7	1	0	https://github.com/Xeyo-Developer/HelloWorld	below-threshold-or-hard-excluded
Zeeshan5249/Tekla-Structures-3D-Optimisation	7	1	0	https://github.com/Zeeshan5249/Tekla-Structures-3D-Optimisation	below-threshold-or-hard-excluded
ZeusWPI/esoterische_introavond	7	1	0	https://github.com/ZeusWPI/esoterische_introavond	below-threshold-or-hard-excluded
accessgames/accessgames.github.io	7	1	0	https://github.com/accessgames/accessgames.github.io	below-threshold-or-hard-excluded
aduros/trollcat	7	1	0	https://github.com/aduros/trollcat	below-threshold-or-hard-excluded
alexanderthclark/Matplotlib-for-Storytellers	7	1	0	https://github.com/alexanderthclark/Matplotlib-for-Storytellers	below-threshold-or-hard-excluded
algorithm-archivists/algorithm-archive	7	1	0	https://github.com/algorithm-archivists/algorithm-archive	below-threshold-or-hard-excluded
alxshine/dual-rail	7	1	0	https://github.com/alxshine/dual-rail	below-threshold-or-hard-excluded
amanogawa01/Tent	7	1	0	https://github.com/amanogawa01/Tent	below-threshold-or-hard-excluded
amtuazon4/PyGUI	7	1	0	https://github.com/amtuazon4/PyGUI	below-threshold-or-hard-excluded
anishgoyal1108/single-cycle-MIPS-processor	7	1	0	https://github.com/anishgoyal1108/single-cycle-MIPS-processor	below-threshold-or-hard-excluded
approvers/RADWIMPS	7	1	0	https://github.com/approvers/RADWIMPS	below-threshold-or-hard-excluded
araujoarthur/In1HourEmailSwap	7	1	0	https://github.com/araujoarthur/In1HourEmailSwap	below-threshold-or-hard-excluded
arielgg46/Thesis	7	1	0	https://github.com/arielgg46/Thesis	below-threshold-or-hard-excluded
asandova-ui/SEPA_RTP	7	1	0	https://github.com/asandova-ui/SEPA_RTP	below-threshold-or-hard-excluded
asandova-ui/SEPA_RequestToPay	7	1	0	https://github.com/asandova-ui/SEPA_RequestToPay	below-threshold-or-hard-excluded
atityushina/master_progr_2_year	7	1	0	https://github.com/atityushina/master_progr_2_year	below-threshold-or-hard-excluded
austinbyers/LOLcat	7	1	0	https://github.com/austinbyers/LOLcat	below-threshold-or-hard-excluded
bajajvinamr/HacktoberFest2020	7	1	0	https://github.com/bajajvinamr/HacktoberFest2020	below-threshold-or-hard-excluded
bart-de-paepe/bachelorproef	7	1	0	https://github.com/bart-de-paepe/bachelorproef	below-threshold-or-hard-excluded
benharri/benbot	7	1	0	https://github.com/benharri/benbot	below-threshold-or-hard-excluded
bluebat/mt9x9	7	1	0	https://github.com/bluebat/mt9x9	below-threshold-or-hard-excluded
bohde/mondp	7	1	0	https://github.com/bohde/mondp	below-threshold-or-hard-excluded
brianium/blog	7	1	0	https://github.com/brianium/blog	below-threshold-or-hard-excluded
brobro12235/fullscreen-launcher	7	1	0	https://github.com/brobro12235/fullscreen-launcher	below-threshold-or-hard-excluded
cbrepp/lolchess	7	1	0	https://github.com/cbrepp/lolchess	below-threshold-or-hard-excluded
chenxingqiang/thinkbase-project	7	1	0	https://github.com/chenxingqiang/thinkbase-project	below-threshold-or-hard-excluded
codex-iter/Hello-Esolangs	7	1	0	https://github.com/codex-iter/Hello-Esolangs	below-threshold-or-hard-excluded
datphhe130906/FPTU	7	1	0	https://github.com/datphhe130906/FPTU	below-threshold-or-hard-excluded
david-dewanto/Proposal_Tugas_Akhir-David_Dewanto-18222027	7	1	0	https://github.com/david-dewanto/Proposal_Tugas_Akhir-David_Dewanto-18222027	below-threshold-or-hard-excluded
defconradio/localpleb	7	1	0	https://github.com/defconradio/localpleb	below-threshold-or-hard-excluded
donno2048/Quines	7	1	0	https://github.com/donno2048/Quines	below-threshold-or-hard-excluded
dtbbbb/dahood	7	1	0	https://github.com/dtbbbb/dahood	below-threshold-or-hard-excluded
duckspike/twat	7	1	0	https://github.com/duckspike/twat	below-threshold-or-hard-excluded
dwladdimiroc/phd-thesis-sorbonne-universite	7	1	0	https://github.com/dwladdimiroc/phd-thesis-sorbonne-universite	below-threshold-or-hard-excluded
eddygrinder/LaRE_LaTeX	7	1	0	https://github.com/eddygrinder/LaRE_LaTeX	below-threshold-or-hard-excluded
eevee/project-euler	7	1	0	https://github.com/eevee/project-euler	below-threshold-or-hard-excluded
egegirit/dns-analyse	7	1	0	https://github.com/egegirit/dns-analyse	below-threshold-or-hard-excluded
emilyantosch/ba	7	1	0	https://github.com/emilyantosch/ba	below-threshold-or-hard-excluded
epicdude99/da_hood_leaks	7	1	0	https://github.com/epicdude99/da_hood_leaks	below-threshold-or-hard-excluded
esit1/Praxisprojekt-Entwicklung-einer-Client-Server-Architektur	7	1	0	https://github.com/esit1/Praxisprojekt-Entwicklung-einer-Client-Server-Architektur	below-threshold-or-hard-excluded
eugeniu-u/qtk_thesis	7	1	0	https://github.com/eugeniu-u/qtk_thesis	below-threshold-or-hard-excluded
fairay/Modeling-7sem	7	1	0	https://github.com/fairay/Modeling-7sem	below-threshold-or-hard-excluded
fettstorch/masters-thesis	7	1	0	https://github.com/fettstorch/masters-thesis	below-threshold-or-hard-excluded
focat69/celestalx	7	1	0	https://github.com/focat69/celestalx	below-threshold-or-hard-excluded
forflo/yodl	7	1	0	https://github.com/forflo/yodl	below-threshold-or-hard-excluded
freehackquest/2015-tasks	7	1	0	https://github.com/freehackquest/2015-tasks	below-threshold-or-hard-excluded
gauthamzz/John-Cena	7	1	0	https://github.com/gauthamzz/John-Cena	below-threshold-or-hard-excluded
gitworried/mpt23-lab-luca-schulz-marcus-worrmann	7	1	0	https://github.com/gitworried/mpt23-lab-luca-schulz-marcus-worrmann	below-threshold-or-hard-excluded
gretzke/Blockchain-Based-Smart-Outlet	7	1	0	https://github.com/gretzke/Blockchain-Based-Smart-Outlet	below-threshold-or-hard-excluded
grself/CIS221_Lab_Manual	7	1	0	https://github.com/grself/CIS221_Lab_Manual	below-threshold-or-hard-excluded
gubbriaco/fir-filter-analysis	7	1	0	https://github.com/gubbriaco/fir-filter-analysis	below-threshold-or-hard-excluded
gustavo-depaula/stalin-sort	7	1	0	https://github.com/gustavo-depaula/stalin-sort	below-threshold-or-hard-excluded
gustavocaiano/fuse	7	1	0	https://github.com/gustavocaiano/fuse	below-threshold-or-hard-excluded
harisekatama/Tugas-Akhir	7	1	0	https://github.com/harisekatama/Tugas-Akhir	below-threshold-or-hard-excluded
honeyvig/helloworld	7	1	0	https://github.com/honeyvig/helloworld	below-threshold-or-hard-excluded
imalik8088/latex_template	7	1	0	https://github.com/imalik8088/latex_template	below-threshold-or-hard-excluded
inaiemnahid/Timestamp	7	1	0	https://github.com/inaiemnahid/Timestamp	below-threshold-or-hard-excluded
jacobjwebber/dissertation	7	1	0	https://github.com/jacobjwebber/dissertation	below-threshold-or-hard-excluded
janTiefenbacher/Diplomarbeit	7	1	0	https://github.com/janTiefenbacher/Diplomarbeit	below-threshold-or-hard-excluded
jasperfue/Gambit	7	1	0	https://github.com/jasperfue/Gambit	below-threshold-or-hard-excluded
javif89/webcat	7	1	0	https://github.com/javif89/webcat	below-threshold-or-hard-excluded
johnymontana/willithesis-doc	7	1	0	https://github.com/johnymontana/willithesis-doc	below-threshold-or-hard-excluded
jonhskie/Master-Thesis-Latex	7	1	0	https://github.com/jonhskie/Master-Thesis-Latex	below-threshold-or-hard-excluded
jpcusa/TFI-criptografia	7	1	0	https://github.com/jpcusa/TFI-criptografia	below-threshold-or-hard-excluded
jugen4321/Bayotka	7	1	0	https://github.com/jugen4321/Bayotka	below-threshold-or-hard-excluded
jweinstein92/Predictive_Beer_Analytics	7	1	0	https://github.com/jweinstein92/Predictive_Beer_Analytics	below-threshold-or-hard-excluded
kerner1000/kerner	7	1	0	https://github.com/kerner1000/kerner	below-threshold-or-hard-excluded
kevlu8/languageception	7	1	0	https://github.com/kevlu8/languageception	below-threshold-or-hard-excluded
kidonm/GenericVoIPSwitch	7	1	0	https://github.com/kidonm/GenericVoIPSwitch	below-threshold-or-hard-excluded
knightron0/helloworld	7	1	0	https://github.com/knightron0/helloworld	below-threshold-or-hard-excluded
krilangs/ComPhys---Master	7	1	0	https://github.com/krilangs/ComPhys---Master	below-threshold-or-hard-excluded
ksdc2020/helloworld	7	1	0	https://github.com/ksdc2020/helloworld	below-threshold-or-hard-excluded
kunaltyagi/helloworld	7	1	0	https://github.com/kunaltyagi/helloworld	below-threshold-or-hard-excluded
labenbmic1/git-BachelorThesis	7	1	0	https://github.com/labenbmic1/git-BachelorThesis	below-threshold-or-hard-excluded
lemoxiao/Latex-Part1	7	1	0	https://github.com/lemoxiao/Latex-Part1	below-threshold-or-hard-excluded
lennartbublies/ecdsa	7	1	0	https://github.com/lennartbublies/ecdsa	below-threshold-or-hard-excluded
lenri001/EE_105	7	1	0	https://github.com/lenri001/EE_105	below-threshold-or-hard-excluded
llucbrell/TeXTal	7	1	0	https://github.com/llucbrell/TeXTal	below-threshold-or-hard-excluded
lol-qwop/lol-qwop	7	1	0	https://github.com/lol-qwop/lol-qwop	below-threshold-or-hard-excluded
lolphantomm/phantom.lol	7	1	0	https://github.com/lolphantomm/phantom.lol	below-threshold-or-hard-excluded
lukasrynt/Bachelor-thesis	7	1	0	https://github.com/lukasrynt/Bachelor-thesis	below-threshold-or-hard-excluded
madangtrus/thaycacac	7	1	0	https://github.com/madangtrus/thaycacac	below-threshold-or-hard-excluded
maddiesloadstrings/mad.lol	7	1	0	https://github.com/maddiesloadstrings/mad.lol	below-threshold-or-hard-excluded
makenowjust/quine	7	1	0	https://github.com/makenowjust/quine	below-threshold-or-hard-excluded
manisit09/Manish-Test-1	7	1	0	https://github.com/manisit09/Manish-Test-1	below-threshold-or-hard-excluded
martinbaumg/SAE-23	7	1	0	https://github.com/martinbaumg/SAE-23	below-threshold-or-hard-excluded
mathildor/latex-thesis-template	7	1	0	https://github.com/mathildor/latex-thesis-template	below-threshold-or-hard-excluded
mattys1/zaawansowane-p4	7	1	0	https://github.com/mattys1/zaawansowane-p4	below-threshold-or-hard-excluded
mattys1/zaawansowane-p6	7	1	0	https://github.com/mattys1/zaawansowane-p6	below-threshold-or-hard-excluded
matzegltg/Bachelor-Thesis	7	1	0	https://github.com/matzegltg/Bachelor-Thesis	below-threshold-or-hard-excluded
mawerty/Is-Prime	7	1	0	https://github.com/mawerty/Is-Prime	below-threshold-or-hard-excluded
mbenahmed1/ScheduleMe	7	1	0	https://github.com/mbenahmed1/ScheduleMe	below-threshold-or-hard-excluded
michael-stuetzner/diplomarbeit-recode-2526	7	1	0	https://github.com/michael-stuetzner/diplomarbeit-recode-2526	below-threshold-or-hard-excluded
mircocazzaro/tesimagistrale	7	1	0	https://github.com/mircocazzaro/tesimagistrale	below-threshold-or-hard-excluded
mrMetalWood/BAMM	7	1	0	https://github.com/mrMetalWood/BAMM	below-threshold-or-hard-excluded
narze/coffee-to-code	7	1	0	https://github.com/narze/coffee-to-code	below-threshold-or-hard-excluded
navilan/wabi	7	1	0	https://github.com/navilan/wabi	below-threshold-or-hard-excluded
nel417/Random_Hello_Worlds	7	1	0	https://github.com/nel417/Random_Hello_Worlds	below-threshold-or-hard-excluded
nguyenphuminh/HelloWorld	7	1	0	https://github.com/nguyenphuminh/HelloWorld	below-threshold-or-hard-excluded
nickimaa/bachelorarbeit	7	1	0	https://github.com/nickimaa/bachelorarbeit	below-threshold-or-hard-excluded
nikolaarinanda/tugas-akhir	7	1	0	https://github.com/nikolaarinanda/tugas-akhir	below-threshold-or-hard-excluded
notWetro/WTFAI	7	1	0	https://github.com/notWetro/WTFAI	below-threshold-or-hard-excluded
okquentin/ECCS_4411	7	1	0	https://github.com/okquentin/ECCS_4411	below-threshold-or-hard-excluded
orioljulian/QAOA	7	1	0	https://github.com/orioljulian/QAOA	below-threshold-or-hard-excluded
owrel/plan-merging-report	7	1	0	https://github.com/owrel/plan-merging-report	below-threshold-or-hard-excluded
prabodhcp/Data-Structures-with-C-Course-at-CSE-SIT-Tumkur	7	1	0	https://github.com/prabodhcp/Data-Structures-with-C-Course-at-CSE-SIT-Tumkur	below-threshold-or-hard-excluded
produnis/FreeQDA	7	1	0	https://github.com/produnis/FreeQDA	below-threshold-or-hard-excluded
reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee/reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	7	1	0	https://github.com/reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee/reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	below-threshold-or-hard-excluded
rsandro22/user-management-postgresql	7	1	0	https://github.com/rsandro22/user-management-postgresql	below-threshold-or-hard-excluded
rvantonder/antlr-lolcode	7	1	0	https://github.com/rvantonder/antlr-lolcode	below-threshold-or-hard-excluded
rvbin1/uni_zeug	7	1	0	https://github.com/rvbin1/uni_zeug	below-threshold-or-hard-excluded
sahil8452/Text_Editor	7	1	0	https://github.com/sahil8452/Text_Editor	below-threshold-or-hard-excluded
sametcatakli/projet-linux-aws	7	1	0	https://github.com/sametcatakli/projet-linux-aws	below-threshold-or-hard-excluded
samuelmorency/ICS4U	7	1	0	https://github.com/samuelmorency/ICS4U	below-threshold-or-hard-excluded
savinggracelua/cracks	7	1	0	https://github.com/savinggracelua/cracks	below-threshold-or-hard-excluded
sebastiansauer/thesisdown-apa	7	1	0	https://github.com/sebastiansauer/thesisdown-apa	below-threshold-or-hard-excluded
sesch023/Ausarbeitung-Spezielle-Algorithmen	7	1	0	https://github.com/sesch023/Ausarbeitung-Spezielle-Algorithmen	below-threshold-or-hard-excluded
sharppy/SHARPpy	7	1	0	https://github.com/sharppy/SHARPpy	below-threshold-or-hard-excluded
sirupsen/informatics	7	1	0	https://github.com/sirupsen/informatics	below-threshold-or-hard-excluded
skadic/RTOS-TD	7	1	0	https://github.com/skadic/RTOS-TD	below-threshold-or-hard-excluded
skiqqy/C45DiscordBot	7	1	0	https://github.com/skiqqy/C45DiscordBot	below-threshold-or-hard-excluded
snorremd/masterthesis	7	1	0	https://github.com/snorremd/masterthesis	below-threshold-or-hard-excluded
surki/hipl	7	1	0	https://github.com/surki/hipl	below-threshold-or-hard-excluded
sussycloud/gem-pet-go	7	1	0	https://github.com/sussycloud/gem-pet-go	below-threshold-or-hard-excluded
syre/datamining-with-python	7	1	0	https://github.com/syre/datamining-with-python	below-threshold-or-hard-excluded
tgolsson/sensors-arduino-lab1	7	1	0	https://github.com/tgolsson/sensors-arduino-lab1	below-threshold-or-hard-excluded
thaycacac/java	7	1	0	https://github.com/thaycacac/java	below-threshold-or-hard-excluded
ticklemynausea/gobsprogram	7	1	0	https://github.com/ticklemynausea/gobsprogram	below-threshold-or-hard-excluded
tierriminator/Lolang	7	1	0	https://github.com/tierriminator/Lolang	below-threshold-or-hard-excluded
toroidal-code/swag	7	1	0	https://github.com/toroidal-code/swag	below-threshold-or-hard-excluded
trholmes/thesis	7	1	0	https://github.com/trholmes/thesis	below-threshold-or-hard-excluded
tsiendragon/NUS-PhD-Thesis-LaTeX-Template	7	1	0	https://github.com/tsiendragon/NUS-PhD-Thesis-LaTeX-Template	below-threshold-or-hard-excluded
ufabc-dojo/welcome	7	1	0	https://github.com/ufabc-dojo/welcome	below-threshold-or-hard-excluded
valentin-schwind/frauas-thesis-template	7	1	0	https://github.com/valentin-schwind/frauas-thesis-template	below-threshold-or-hard-excluded
verdihatorou/html.ulangtahun	7	1	0	https://github.com/verdihatorou/html.ulangtahun	below-threshold-or-hard-excluded
vilemfiala/czech-absa-thesis	7	1	0	https://github.com/vilemfiala/czech-absa-thesis	below-threshold-or-hard-excluded
vincenzopalazzo/SpyCBlockThesis	7	1	0	https://github.com/vincenzopalazzo/SpyCBlockThesis	below-threshold-or-hard-excluded
vladb99/htwg	7	1	0	https://github.com/vladb99/htwg	below-threshold-or-hard-excluded
vlehnhau/bachelorThesis	7	1	0	https://github.com/vlehnhau/bachelorThesis	below-threshold-or-hard-excluded
wegfahrt/Studienarbeit	7	1	0	https://github.com/wegfahrt/Studienarbeit	below-threshold-or-hard-excluded
wisrovi/imagenesDocker	7	1	0	https://github.com/wisrovi/imagenesDocker	below-threshold-or-hard-excluded
wookay/da	7	1	0	https://github.com/wookay/da	below-threshold-or-hard-excluded
